,punctuality,lying,happiness,energy-levels,internet-usage,loneliness,assertiveness,workaholism,age,height,weight,siblings,gender,dominant-hand,locality
541,i am often early,sometimes,5.0,4.0,few hours a day,1.0,3.0,2.0,20.0,175.0,53.0,2.0,female,right handed,city
987,i am often running late,sometimes,3.0,2.0,few hours a day,4.0,4.0,3.0,20.0,184.0,80.0,1.0,male,right handed,city
578,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,4.0,20.0,175.0,75.0,0.0,female,right handed,village
548,i am often early,only to avoid hurting someone,5.0,3.0,less than an hour a day,1.0,3.0,3.0,20.0,170.0,52.0,1.0,female,right handed,city
994,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,3.0,3.0,20.0,176.0,78.0,0.0,female,right handed,city
996,i am always on time,sometimes,3.0,3.0,few hours a day,2.0,3.0,1.0,20.0,190.0,74.0,0.0,male,right handed,
574,i am often early,only to avoid hurting someone,3.0,5.0,less than an hour a day,3.0,3.0,2.0,20.0,178.0,58.0,1.0,female,right handed,village
538,i am always on time,sometimes,4.0,4.0,few hours a day,1.0,4.0,3.0,20.0,170.0,52.0,1.0,female,right handed,village
521,i am often running late,sometimes,3.0,4.0,few hours a day,4.0,4.0,2.0,20.0,157.0,57.0,0.0,female,right handed,city
1005,i am often running late,everytime it suits me,4.0,3.0,few hours a day,4.0,2.0,4.0,20.0,164.0,57.0,1.0,female,right handed,city
956,i am always on time,everytime it suits me,4.0,2.0,most of the day,4.0,2.0,1.0,20.0,178.0,83.0,2.0,male,right handed,city
957,i am often running late,sometimes,3.0,2.0,few hours a day,3.0,2.0,1.0,20.0,175.0,65.0,5.0,male,right handed,city
1003,i am always on time,sometimes,3.0,3.0,few hours a day,3.0,4.0,3.0,20.0,172.0,63.0,1.0,female,right handed,city
569,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,1.0,20.0,165.0,48.0,1.0,female,right handed,city
557,i am often early,sometimes,4.0,3.0,few hours a day,3.0,4.0,3.0,20.0,170.0,55.0,2.0,female,right handed,city
529,i am often running late,only to avoid hurting someone,4.0,2.0,few hours a day,3.0,2.0,2.0,20.0,180.0,68.0,1.0,male,right handed,city
559,i am often running late,only to avoid hurting someone,3.0,4.0,most of the day,5.0,4.0,2.0,20.0,173.0,55.0,1.0,female,right handed,village
961,i am always on time,everytime it suits me,4.0,3.0,few hours a day,3.0,2.0,3.0,20.0,172.0,75.0,3.0,male,left handed,village
528,i am always on time,only to avoid hurting someone,2.0,1.0,most of the day,4.0,3.0,1.0,20.0,185.0,85.0,2.0,male,right handed,city
973,i am often early,sometimes,4.0,3.0,most of the day,2.0,3.0,5.0,20.0,175.0,120.0,2.0,female,right handed,city
561,i am often early,only to avoid hurting someone,4.0,4.0,less than an hour a day,3.0,3.0,4.0,20.0,185.0,86.0,1.0,male,right handed,city
563,i am always on time,sometimes,5.0,5.0,few hours a day,1.0,4.0,3.0,20.0,190.0,85.0,1.0,male,left handed,village
985,i am always on time,sometimes,4.0,3.0,few hours a day,3.0,4.0,1.0,20.0,167.0,53.0,1.0,female,right handed,city
545,i am often early,sometimes,4.0,4.0,most of the day,4.0,5.0,1.0,20.0,176.0,70.0,3.0,male,right handed,village
726,i am often early,sometimes,3.0,4.0,less than an hour a day,5.0,5.0,5.0,20.0,175.0,65.0,2.0,male,right handed,city
932,i am often early,sometimes,4.0,5.0,few hours a day,2.0,4.0,2.0,20.0,155.0,45.0,1.0,female,right handed,city
826,i am always on time,sometimes,3.0,2.0,few hours a day,3.0,2.0,2.0,20.0,158.0,55.0,1.0,female,right handed,village
659,i am often early,sometimes,4.0,4.0,few hours a day,5.0,5.0,1.0,20.0,,65.0,1.0,male,right handed,village
660,i am often running late,only to avoid hurting someone,3.0,2.0,less than an hour a day,5.0,3.0,3.0,20.0,166.0,55.0,1.0,female,right handed,city
665,i am often early,sometimes,4.0,4.0,few hours a day,3.0,5.0,3.0,20.0,173.0,50.0,1.0,female,left handed,city
666,i am often running late,sometimes,2.0,2.0,few hours a day,5.0,1.0,2.0,20.0,164.0,60.0,2.0,female,right handed,city
815,i am often running late,sometimes,5.0,5.0,few hours a day,1.0,5.0,1.0,20.0,183.0,82.0,1.0,male,right handed,city
676,i am often early,everytime it suits me,3.0,2.0,few hours a day,2.0,1.0,1.0,20.0,62.0,55.0,2.0,female,right handed,city
814,i am often early,sometimes,5.0,5.0,few hours a day,5.0,4.0,3.0,20.0,165.0,53.0,1.0,female,right handed,city
811,i am often running late,sometimes,3.0,4.0,few hours a day,4.0,2.0,3.0,20.0,178.0,66.0,1.0,male,right handed,city
810,i am often running late,sometimes,4.0,3.0,few hours a day,2.0,3.0,2.0,20.0,180.0,90.0,1.0,male,right handed,city
808,i am often early,sometimes,4.0,5.0,few hours a day,2.0,2.0,2.0,20.0,181.0,73.0,1.0,male,right handed,city
807,i am often early,only to avoid hurting someone,4.0,3.0,few hours a day,3.0,4.0,2.0,20.0,187.0,95.0,0.0,male,right handed,city
806,i am always on time,sometimes,3.0,3.0,few hours a day,2.0,3.0,3.0,20.0,184.0,79.0,1.0,male,right handed,city
790,i am always on time,everytime it suits me,3.0,1.0,few hours a day,5.0,2.0,2.0,20.0,,,0.0,female,right handed,village
697,i am always on time,everytime it suits me,3.0,3.0,most of the day,4.0,2.0,3.0,20.0,168.0,76.0,1.0,female,right handed,city
781,i am often running late,only to avoid hurting someone,4.0,3.0,less than an hour a day,3.0,3.0,4.0,20.0,171.0,63.0,1.0,female,right handed,city
699,i am often running late,only to avoid hurting someone,4.0,5.0,few hours a day,3.0,2.0,3.0,20.0,170.0,50.0,1.0,female,right handed,city
774,i am always on time,sometimes,4.0,4.0,most of the day,2.0,4.0,4.0,20.0,171.0,62.0,0.0,female,left handed,city
772,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,4.0,2.0,20.0,170.0,53.0,1.0,female,right handed,city
710,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,1.0,4.0,1.0,20.0,163.0,52.0,1.0,female,right handed,city
712,i am often early,never,4.0,4.0,few hours a day,1.0,3.0,4.0,20.0,173.0,,1.0,female,right handed,village
763,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,4.0,20.0,186.0,78.0,3.0,male,left handed,village
758,i am often early,only to avoid hurting someone,3.0,4.0,few hours a day,3.0,3.0,3.0,20.0,197.0,100.0,1.0,male,right handed,village
736,i am often running late,everytime it suits me,4.0,3.0,few hours a day,3.0,4.0,2.0,20.0,166.0,60.0,1.0,female,right handed,city
721,i am always on time,sometimes,4.0,5.0,less than an hour a day,3.0,5.0,2.0,20.0,174.0,60.0,3.0,female,right handed,city
827,i am often early,only to avoid hurting someone,5.0,4.0,few hours a day,2.0,4.0,3.0,20.0,168.0,55.0,1.0,female,right handed,city
829,i am often early,only to avoid hurting someone,4.0,3.0,few hours a day,5.0,4.0,4.0,20.0,162.0,50.0,0.0,female,right handed,city
650,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,4.0,4.0,2.0,20.0,188.0,79.0,1.0,male,left handed,city
832,i am always on time,sometimes,5.0,3.0,few hours a day,2.0,4.0,2.0,20.0,165.0,57.0,1.0,female,right handed,village
591,i am often early,sometimes,5.0,5.0,few hours a day,1.0,5.0,4.0,20.0,160.0,55.0,1.0,female,right handed,city
925,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,3.0,4.0,20.0,170.0,63.0,0.0,female,right handed,city
922,i am often early,sometimes,4.0,4.0,few hours a day,3.0,5.0,5.0,20.0,175.0,67.0,1.0,female,right handed,city
596,i am always on time,only to avoid hurting someone,4.0,2.0,few hours a day,5.0,4.0,3.0,20.0,179.0,60.0,0.0,male,right handed,city
920,i am always on time,sometimes,4.0,3.0,few hours a day,1.0,3.0,2.0,20.0,165.0,54.0,2.0,female,right handed,city
917,i am always on time,everytime it suits me,3.0,3.0,few hours a day,2.0,3.0,2.0,20.0,185.0,80.0,1.0,male,right handed,village
914,i am often running late,sometimes,2.0,2.0,few hours a day,5.0,5.0,2.0,20.0,171.0,57.0,1.0,female,right handed,city
899,i am always on time,sometimes,5.0,5.0,few hours a day,3.0,5.0,4.0,20.0,183.0,69.0,2.0,male,left handed,city
890,i am often early,sometimes,4.0,5.0,few hours a day,3.0,2.0,2.0,20.0,180.0,57.0,1.0,male,right handed,city
888,i am always on time,sometimes,4.0,3.0,less than an hour a day,2.0,4.0,3.0,20.0,175.0,58.0,1.0,female,right handed,city
875,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,2.0,20.0,173.0,,2.0,female,right handed,village
872,i am often running late,only to avoid hurting someone,3.0,4.0,few hours a day,3.0,4.0,3.0,20.0,182.0,73.0,1.0,male,right handed,village
939,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,4.0,4.0,20.0,,47.0,0.0,female,right handed,city
610,i am often running late,sometimes,2.0,3.0,few hours a day,3.0,3.0,2.0,20.0,183.0,83.0,1.0,male,right handed,city
860,i am always on time,sometimes,4.0,4.0,few hours a day,1.0,5.0,1.0,20.0,182.0,88.0,2.0,male,right handed,city
859,i am often early,sometimes,4.0,3.0,few hours a day,3.0,5.0,1.0,20.0,190.0,125.0,1.0,male,right handed,city
615,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,4.0,5.0,20.0,175.0,70.0,0.0,male,right handed,city
857,i am often early,everytime it suits me,3.0,4.0,most of the day,2.0,4.0,1.0,20.0,192.0,80.0,1.0,male,right handed,village
620,i am often running late,only to avoid hurting someone,3.0,5.0,most of the day,4.0,5.0,2.0,20.0,183.0,75.0,2.0,male,right handed,city
621,i am often early,sometimes,3.0,3.0,most of the day,5.0,1.0,1.0,20.0,183.0,65.0,3.0,,left handed,city
851,i am often early,sometimes,5.0,5.0,few hours a day,3.0,3.0,2.0,20.0,183.0,67.0,2.0,male,right handed,city
627,i am always on time,sometimes,3.0,1.0,less than an hour a day,3.0,5.0,2.0,20.0,170.0,60.0,1.0,female,right handed,city
629,i am often running late,sometimes,4.0,2.0,few hours a day,3.0,3.0,2.0,20.0,163.0,48.0,0.0,female,right handed,city
845,i am often running late,sometimes,4.0,3.0,most of the day,3.0,4.0,3.0,20.0,165.0,56.0,1.0,female,right handed,city
843,i am always on time,sometimes,5.0,5.0,few hours a day,3.0,2.0,4.0,20.0,177.0,70.0,1.0,female,right handed,city
837,i am always on time,only to avoid hurting someone,5.0,5.0,few hours a day,1.0,4.0,3.0,20.0,183.0,65.0,3.0,male,right handed,city
864,i am often running late,sometimes,3.0,2.0,few hours a day,4.0,5.0,2.0,20.0,185.0,85.0,1.0,male,right handed,village
858,i am often early,sometimes,2.0,3.0,few hours a day,5.0,3.0,4.0,20.0,187.0,80.0,2.0,male,right handed,village
0,i am always on time,never,4.0,5.0,few hours a day,3.0,1.0,4.0,20.0,163.0,48.0,1.0,female,right handed,village
258,i am always on time,sometimes,3.0,3.0,most of the day,2.0,3.0,1.0,20.0,182.0,63.0,1.0,,right handed,city
212,i am always on time,sometimes,3.0,2.0,most of the day,2.0,5.0,3.0,20.0,170.0,62.0,1.0,male,right handed,city
390,i am always on time,never,4.0,3.0,few hours a day,1.0,4.0,3.0,20.0,178.0,65.0,2.0,male,right handed,city
207,i am often early,sometimes,3.0,4.0,few hours a day,4.0,2.0,4.0,20.0,170.0,62.0,1.0,female,right handed,city
198,i am always on time,sometimes,4.0,5.0,few hours a day,1.0,5.0,3.0,20.0,186.0,88.0,1.0,male,right handed,village
196,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,3.0,20.0,169.0,64.0,0.0,female,right handed,city
183,i am often early,sometimes,5.0,4.0,few hours a day,2.0,3.0,3.0,20.0,180.0,70.0,1.0,male,right handed,city
178,i am often running late,sometimes,3.0,2.0,few hours a day,3.0,2.0,2.0,20.0,160.0,50.0,1.0,female,right handed,city
398,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,4.0,20.0,165.0,60.0,1.0,female,right handed,village
401,i am always on time,everytime it suits me,5.0,4.0,few hours a day,2.0,2.0,1.0,20.0,170.0,90.0,1.0,female,right handed,village
171,i am always on time,everytime it suits me,2.0,1.0,few hours a day,4.0,5.0,1.0,20.0,180.0,72.0,0.0,male,right handed,city
168,i am always on time,everytime it suits me,2.0,1.0,most of the day,5.0,5.0,1.0,20.0,180.0,71.0,0.0,female,right handed,city
404,i am always on time,only to avoid hurting someone,4.0,3.0,few hours a day,4.0,3.0,3.0,20.0,167.0,57.0,2.0,female,right handed,village
405,i am often running late,sometimes,4.0,4.0,few hours a day,3.0,5.0,4.0,20.0,165.0,,1.0,female,left handed,city
165,i am often running late,everytime it suits me,4.0,3.0,few hours a day,1.0,4.0,5.0,20.0,168.0,60.0,1.0,female,right handed,city
164,i am always on time,everytime it suits me,4.0,3.0,most of the day,3.0,4.0,2.0,20.0,188.0,,1.0,male,right handed,village
410,i am always on time,only to avoid hurting someone,5.0,5.0,few hours a day,2.0,5.0,3.0,20.0,180.0,88.0,1.0,male,right handed,village
161,i am often early,everytime it suits me,2.0,2.0,few hours a day,5.0,2.0,3.0,20.0,172.0,,2.0,female,left handed,city
124,i am always on time,only to avoid hurting someone,3.0,4.0,few hours a day,2.0,4.0,3.0,20.0,176.0,69.0,4.0,male,right handed,city
125,i am often running late,sometimes,4.0,5.0,few hours a day,3.0,4.0,5.0,20.0,157.0,54.0,1.0,female,right handed,city
126,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,3.0,3.0,20.0,163.0,56.0,2.0,female,right handed,village
445,i am often running late,only to avoid hurting someone,5.0,4.0,few hours a day,2.0,3.0,2.0,20.0,157.0,43.0,1.0,female,right handed,city
432,i am often running late,only to avoid hurting someone,3.0,2.0,few hours a day,4.0,4.0,3.0,20.0,184.0,80.0,1.0,male,right handed,city
129,i am often early,sometimes,4.0,4.0,less than an hour a day,2.0,3.0,1.0,20.0,178.0,75.0,1.0,female,right handed,village
223,i am always on time,sometimes,3.0,3.0,few hours a day,2.0,5.0,5.0,20.0,168.0,51.0,0.0,female,right handed,village
133,i am always on time,never,3.0,4.0,less than an hour a day,2.0,3.0,5.0,20.0,170.0,50.0,2.0,female,right handed,city
143,i am often early,everytime it suits me,3.0,3.0,most of the day,3.0,2.0,3.0,20.0,168.0,62.0,1.0,female,right handed,city
148,i am often early,only to avoid hurting someone,4.0,2.0,few hours a day,2.0,3.0,4.0,20.0,165.0,55.0,3.0,male,right handed,village
420,i am always on time,never,4.0,4.0,few hours a day,2.0,4.0,4.0,20.0,165.0,52.0,1.0,female,right handed,village
350,i am often early,sometimes,4.0,3.0,most of the day,2.0,3.0,2.0,20.0,187.0,68.0,2.0,male,right handed,city
416,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,2.0,3.0,20.0,170.0,54.0,1.0,female,left handed,village
159,i am always on time,sometimes,3.0,3.0,few hours a day,2.0,3.0,5.0,20.0,190.0,70.0,1.0,male,right handed,city
138,i am always on time,sometimes,4.0,4.0,few hours a day,4.0,4.0,1.0,20.0,168.0,50.0,4.0,female,right handed,village
451,i am always on time,sometimes,5.0,4.0,less than an hour a day,1.0,4.0,4.0,20.0,165.0,65.0,1.0,male,right handed,village
224,i am always on time,sometimes,3.0,3.0,few hours a day,4.0,4.0,2.0,20.0,172.0,56.0,1.0,male,right handed,village
228,i am often early,sometimes,2.0,3.0,few hours a day,3.0,3.0,3.0,20.0,157.0,48.0,2.0,female,right handed,village
354,i am often early,sometimes,4.0,4.0,few hours a day,1.0,5.0,4.0,20.0,161.0,59.0,1.0,female,right handed,city
359,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,3.0,2.0,20.0,184.0,72.0,2.0,female,right handed,city
342,i am always on time,only to avoid hurting someone,4.0,4.0,most of the day,2.0,5.0,3.0,20.0,173.0,68.0,1.0,female,right handed,city
327,i am often early,sometimes,4.0,4.0,few hours a day,3.0,5.0,4.0,20.0,167.0,55.0,1.0,female,right handed,city
323,i am often early,never,4.0,2.0,few hours a day,4.0,2.0,5.0,20.0,178.0,68.0,1.0,male,left handed,village
364,i am often early,sometimes,4.0,3.0,few hours a day,4.0,2.0,4.0,20.0,178.0,75.0,2.0,male,right handed,city
320,i am often early,sometimes,4.0,3.0,few hours a day,3.0,2.0,2.0,20.0,178.0,88.0,0.0,male,right handed,village
367,i am always on time,sometimes,4.0,5.0,few hours a day,3.0,3.0,2.0,20.0,178.0,67.0,2.0,male,right handed,village
372,i am often early,sometimes,4.0,3.0,most of the day,2.0,3.0,4.0,20.0,187.0,56.0,2.0,male,right handed,city
373,i am often early,only to avoid hurting someone,1.0,4.0,most of the day,4.0,3.0,2.0,20.0,174.0,72.0,0.0,male,left handed,city
316,i am often running late,sometimes,4.0,4.0,less than an hour a day,2.0,3.0,3.0,20.0,170.0,60.0,1.0,female,right handed,city
315,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,2.0,1.0,20.0,184.0,68.0,1.0,male,left handed,city
314,i am always on time,sometimes,5.0,5.0,few hours a day,2.0,5.0,2.0,20.0,180.0,75.0,2.0,male,right handed,village
375,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,2.0,4.0,4.0,20.0,170.0,60.0,2.0,female,right handed,city
313,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,4.0,2.0,20.0,170.0,55.0,1.0,female,right handed,city
305,i am often running late,never,4.0,4.0,few hours a day,3.0,3.0,1.0,20.0,169.0,64.0,0.0,female,right handed,city
301,i am often running late,only to avoid hurting someone,4.0,2.0,few hours a day,2.0,3.0,2.0,20.0,190.0,92.0,1.0,male,right handed,city
244,i am always on time,everytime it suits me,4.0,2.0,most of the day,2.0,3.0,1.0,20.0,160.0,46.0,0.0,female,right handed,city
250,i am often early,sometimes,4.0,3.0,few hours a day,3.0,3.0,2.0,20.0,176.0,63.0,0.0,female,right handed,city
255,i am often running late,never,4.0,4.0,few hours a day,3.0,5.0,4.0,20.0,158.0,50.0,2.0,female,right handed,city
256,i am often early,only to avoid hurting someone,4.0,5.0,few hours a day,1.0,3.0,2.0,20.0,170.0,60.0,1.0,female,right handed,city
275,i am often early,everytime it suits me,3.0,3.0,few hours a day,4.0,4.0,4.0,20.0,170.0,70.0,1.0,female,right handed,city
380,i am often running late,only to avoid hurting someone,3.0,4.0,most of the day,2.0,3.0,3.0,20.0,170.0,58.0,1.0,female,left handed,city
225,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,4.0,20.0,176.0,64.0,1.0,male,right handed,village
279,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,4.0,5.0,4.0,20.0,161.0,53.0,1.0,female,right handed,city
284,i am always on time,only to avoid hurting someone,5.0,5.0,most of the day,1.0,3.0,1.0,20.0,178.0,68.0,2.0,male,right handed,city
285,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,4.0,3.0,20.0,168.0,55.0,2.0,female,right handed,city
378,i am often running late,sometimes,3.0,3.0,few hours a day,2.0,4.0,1.0,20.0,175.0,53.0,2.0,female,right handed,city
290,i am often running late,sometimes,4.0,5.0,few hours a day,4.0,4.0,5.0,20.0,173.0,58.0,1.0,female,right handed,city
376,i am often running late,sometimes,4.0,5.0,few hours a day,2.0,2.0,3.0,20.0,170.0,56.0,1.0,female,right handed,city
291,i am always on time,sometimes,4.0,5.0,few hours a day,2.0,5.0,5.0,20.0,193.0,85.0,1.0,male,right handed,village
282,i am often early,sometimes,4.0,3.0,less than an hour a day,3.0,3.0,4.0,20.0,165.0,50.0,2.0,female,right handed,city
123,i am always on time,only to avoid hurting someone,3.0,2.0,few hours a day,3.0,2.0,3.0,20.0,172.0,80.0,0.0,female,left handed,village
151,i am often early,everytime it suits me,3.0,4.0,few hours a day,3.0,2.0,4.0,20.0,180.0,100.0,1.0,male,right handed,city
492,i am always on time,sometimes,4.0,2.0,few hours a day,5.0,1.0,1.0,20.0,163.0,68.0,2.0,female,right handed,city
32,i am always on time,only to avoid hurting someone,4.0,5.0,few hours a day,1.0,4.0,1.0,20.0,158.0,46.0,4.0,female,left handed,city
484,i am always on time,sometimes,4.0,3.0,few hours a day,3.0,3.0,2.0,20.0,172.0,57.0,1.0,female,right handed,city
467,i am often running late,sometimes,4.0,3.0,few hours a day,2.0,2.0,2.0,20.0,161.0,46.0,1.0,female,right handed,village
34,i am often early,sometimes,3.0,5.0,few hours a day,2.0,4.0,5.0,20.0,177.0,67.0,5.0,male,right handed,city
495,i am often early,sometimes,4.0,3.0,most of the day,3.0,4.0,5.0,20.0,,,2.0,female,right handed,city
483,i am often running late,sometimes,2.0,2.0,few hours a day,5.0,4.0,,20.0,173.0,73.0,1.0,female,right handed,city
471,i am always on time,sometimes,5.0,5.0,few hours a day,1.0,5.0,3.0,20.0,178.0,74.0,1.0,male,right handed,city
479,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,4.0,3.0,20.0,175.0,57.0,1.0,female,right handed,city
489,i am often running late,sometimes,4.0,5.0,few hours a day,1.0,5.0,3.0,20.0,160.0,49.0,2.0,female,right handed,village
43,i am always on time,only to avoid hurting someone,4.0,5.0,most of the day,3.0,4.0,5.0,20.0,163.0,,1.0,female,right handed,city
69,i am often running late,everytime it suits me,3.0,5.0,most of the day,3.0,4.0,5.0,20.0,163.0,47.0,3.0,female,left handed,city
497,i am always on time,sometimes,4.0,4.0,less than an hour a day,1.0,5.0,4.0,20.0,165.0,60.0,1.0,female,right handed,city
75,i am always on time,sometimes,4.0,3.0,few hours a day,2.0,3.0,4.0,20.0,192.0,77.0,1.0,male,right handed,village
476,i am always on time,everytime it suits me,4.0,3.0,few hours a day,3.0,3.0,3.0,20.0,175.0,60.0,2.0,female,right handed,city
71,i am often running late,sometimes,4.0,5.0,few hours a day,3.0,5.0,4.0,20.0,175.0,83.0,1.0,male,left handed,city
49,i am often early,sometimes,3.0,3.0,few hours a day,4.0,2.0,3.0,20.0,157.0,41.0,1.0,female,right handed,city
41,i am often running late,never,5.0,4.0,few hours a day,1.0,3.0,4.0,20.0,188.0,80.0,3.0,male,right handed,city
66,i am often early,sometimes,4.0,4.0,less than an hour a day,3.0,3.0,3.0,20.0,183.0,83.0,1.0,male,right handed,village
28,i am always on time,sometimes,5.0,5.0,few hours a day,3.0,5.0,3.0,20.0,187.0,80.0,2.0,male,left handed,village
6,i am often early,never,5.0,4.0,less than an hour a day,3.0,3.0,5.0,20.0,177.0,50.0,1.0,female,right handed,village
2,i am often running late,sometimes,4.0,4.0,few hours a day,5.0,3.0,3.0,20.0,176.0,67.0,2.0,female,right handed,city
56,i am often running late,sometimes,4.0,3.0,few hours a day,5.0,3.0,5.0,20.0,170.0,64.0,2.0,female,left handed,city
112,i am often early,sometimes,3.0,3.0,less than an hour a day,3.0,3.0,4.0,20.0,163.0,54.0,1.0,female,left handed,city
513,i am always on time,sometimes,4.0,5.0,most of the day,3.0,4.0,3.0,20.0,178.0,74.0,0.0,male,right handed,village
4,i am always on time,everytime it suits me,3.0,5.0,few hours a day,3.0,4.0,3.0,20.0,170.0,,1.0,female,right handed,village
5,i am often early,only to avoid hurting someone,3.0,4.0,few hours a day,2.0,4.0,3.0,20.0,186.0,77.0,1.0,male,right handed,city
508,i am often early,sometimes,5.0,4.0,few hours a day,2.0,3.0,2.0,20.0,179.0,65.0,0.0,male,right handed,village
505,i am often early,sometimes,4.0,4.0,few hours a day,2.0,2.0,2.0,20.0,177.0,75.0,3.0,male,right handed,village
48,i am often early,only to avoid hurting someone,4.0,5.0,few hours a day,5.0,5.0,4.0,20.0,171.0,70.0,1.0,female,right handed,village
17,i am often running late,everytime it suits me,2.0,2.0,few hours a day,4.0,3.0,3.0,20.0,168.0,65.0,1.0,female,right handed,village
20,i am often early,only to avoid hurting someone,3.0,4.0,few hours a day,2.0,3.0,3.0,20.0,186.0,77.0,1.0,male,right handed,city
23,i am often running late,sometimes,4.0,2.0,few hours a day,3.0,1.0,2.0,20.0,168.0,54.0,3.0,female,right handed,city
25,i am always on time,sometimes,4.0,3.0,few hours a day,2.0,4.0,2.0,20.0,170.0,56.0,1.0,female,right handed,city
102,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,2.0,5.0,20.0,168.0,55.0,0.0,female,right handed,city
52,i am often early,sometimes,2.0,3.0,few hours a day,3.0,4.0,3.0,21.0,160.0,58.0,2.0,female,right handed,village
229,i am always on time,sometimes,5.0,4.0,few hours a day,2.0,4.0,1.0,21.0,173.0,73.0,5.0,male,right handed,village
54,i am always on time,sometimes,3.0,5.0,few hours a day,3.0,3.0,4.0,21.0,160.0,57.0,2.0,female,right handed,city
242,i am often early,sometimes,4.0,3.0,less than an hour a day,3.0,4.0,4.0,21.0,175.0,63.0,0.0,female,right handed,city
239,i am often running late,sometimes,3.0,4.0,less than an hour a day,2.0,4.0,3.0,21.0,173.0,59.0,1.0,female,left handed,city
267,i am often early,never,5.0,5.0,few hours a day,1.0,3.0,4.0,21.0,163.0,49.0,2.0,female,left handed,city
240,i am always on time,sometimes,4.0,3.0,few hours a day,3.0,3.0,1.0,21.0,180.0,80.0,1.0,male,right handed,city
886,i am often running late,only to avoid hurting someone,4.0,5.0,few hours a day,2.0,5.0,1.0,21.0,187.0,85.0,1.0,male,right handed,city
46,i am always on time,sometimes,4.0,5.0,few hours a day,2.0,3.0,2.0,21.0,163.0,,1.0,female,right handed,city
704,i am often running late,never,4.0,4.0,less than an hour a day,3.0,4.0,2.0,21.0,171.0,60.0,2.0,female,right handed,village
707,i am always on time,never,2.0,4.0,few hours a day,5.0,4.0,5.0,21.0,162.0,51.0,1.0,female,right handed,village
993,i am often early,everytime it suits me,3.0,3.0,few hours a day,4.0,5.0,3.0,21.0,173.0,55.0,0.0,female,right handed,city
991,i am often running late,sometimes,2.0,3.0,most of the day,2.0,4.0,1.0,21.0,172.0,80.0,0.0,male,right handed,city
722,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,4.0,3.0,21.0,161.0,48.0,0.0,female,right handed,city
984,i am often running late,sometimes,3.0,3.0,most of the day,3.0,5.0,1.0,21.0,165.0,55.0,1.0,female,right handed,city
978,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,2.0,2.0,21.0,165.0,60.0,2.0,female,right handed,city
276,i am often running late,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,5.0,1.0,21.0,,,2.0,female,right handed,village
292,i am often early,sometimes,4.0,3.0,few hours a day,3.0,4.0,4.0,21.0,184.0,120.0,1.0,female,right handed,city
37,i am often early,sometimes,4.0,5.0,few hours a day,3.0,3.0,2.0,21.0,185.0,101.0,1.0,male,right handed,city
39,i am often early,sometimes,3.0,5.0,few hours a day,4.0,3.0,3.0,21.0,155.0,46.0,1.0,female,right handed,city
746,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,1.0,21.0,177.0,73.0,1.0,female,right handed,city
964,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,5.0,3.0,21.0,,75.0,3.0,male,right handed,city
962,i am often early,never,4.0,2.0,less than an hour a day,4.0,1.0,3.0,21.0,167.0,56.0,1.0,female,right handed,village
751,i am often early,everytime it suits me,2.0,3.0,few hours a day,3.0,4.0,2.0,21.0,168.0,49.0,1.0,female,right handed,city
752,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,3.0,21.0,162.0,51.0,3.0,female,right handed,village
974,i am often early,everytime it suits me,5.0,4.0,few hours a day,1.0,4.0,5.0,21.0,183.0,73.0,0.0,female,right handed,city
737,i am often running late,sometimes,2.0,3.0,most of the day,4.0,3.0,1.0,21.0,180.0,61.0,0.0,female,right handed,city
209,i am often early,only to avoid hurting someone,2.0,3.0,few hours a day,4.0,4.0,4.0,21.0,,,1.0,male,right handed,village
